field_1,longitude,latitude,coords,"join_STATEFP,C,2","join_COUNTYFP,C,3","join_TRACTCE,C,6","join_GEOID,C,11","join_NAME,C,7","join_NAMELSAD,C,20","join_MTFCC,C,5","join_FUNCSTAT,C,1","join_ALAND,N,14,0","join_AWATER,N,14,0","join_INTPTLAT,C,11","join_INTPTLON,C,12",distance
"166",-85.6,30.3,"30.3, -85.6","12","5","400","12005000400",4,Census Tract 4,G5020,S,"71753400","14427395",30.287372,-85.553693,0.0479979648839393
"167",-85.5,30.1,"30.1, -85.5","12","5","500","12005000500",5,Census Tract 5,G5020,S,"337722920","28842646",30.1593438,-85.481657,0.0621140261731576
"168",-85.5,30.3,"30.3, -85.5","12","5","400","12005000400",4,Census Tract 4,G5020,S,"71753400","14427395",30.287372,-85.553693,0.0551579969995241
"169",-85.5,30.9,"30.9, -85.5","12","63","210300","12063210300",2103,Census Tract 2103,G5020,S,"190813646","763480",30.9096342,-85.5001281,0.00963505159560721
"170",-85.4,29.8,"29.8, -85.4","12","45","990000","12045990000",9900,Census Tract 9900,G5020,S,"0","340924677",29.7515563,-85.3806022,0.0521830117426187
"171",-85.4,29.9,"29.9, -85.4","12","45","960200","12045960200",9602,Census Tract 9602,G5020,S,"139328448","192104",29.9028926,-85.3218282,0.0782252992963344
"172",-85.4,30,"30.0, -85.4","12","5","600","12005000600",6,Census Tract 6,G5020,S,"54190719","9090100",29.9839939,-85.4173812,0.0236284013561974
"173",-85.3,29.7,"29.7, -85.3","12","45","990000","12045990000",9900,Census Tract 9900,G5020,S,"0","340924677",29.7515563,-85.3806022,0.0956805451203658
"174",-85.3,29.8,"29.8, -85.3","12","45","990000","12045990000",9900,Census Tract 9900,G5020,S,"0","340924677",29.7515563,-85.3806022,0.0940399208556143
"175",-85.3,29.9,"29.9, -85.3","12","45","960200","12045960200",9602,Census Tract 9602,G5020,S,"139328448","192104",29.9028926,-85.3218282,0.0220190247286315
"176",-85.3,30,"30.0, -85.3","12","45","960100","12045960100",9601,Census Tract 9601,G5020,S,"723528314","19524350",30.0606837,-85.2465871,0.0808421259746401
"177",-85.3,30.5,"30.5, -85.3","12","13","10200","12013010200",102,Census Tract 102,G5020,S,"868025064","5136403",30.3817348,-85.2758361,0.120708539856339
"178",-85.2,29.7,"29.7, -85.2","12","45","960300","12045960300",9603,Census Tract 9603,G5020,S,"570497243","134056531",29.8243304,-85.2028016,0.12436196093147
"179",-85.2,30,"30.0, -85.2","12","45","960100","12045960100",9601,Census Tract 9601,G5020,S,"723528314","19524350",30.0606837,-85.2465871,0.0765040478151286
"180",-85.2,30.1,"30.1, -85.2","12","45","960100","12045960100",9601,Census Tract 9601,G5020,S,"723528314","19524350",30.0606837,-85.2465871,0.0609600634194216
"181",-85.2,30.2,"30.2, -85.2","12","45","960100","12045960100",9601,Census Tract 9601,G5020,S,"723528314","19524350",30.0606837,-85.2465871,0.146899248916051
"182",-85.2,30.3,"30.3, -85.2","12","13","10200","12013010200",102,Census Tract 102,G5020,S,"868025064","5136403",30.3817348,-85.2758361,0.111497495910224
"183",-85.2,30.5,"30.5, -85.2","12","13","10100","12013010100",101,Census Tract 101,G5020,S,"211049779","2562901",30.5633324,-85.078286,0.137205286653829
"184",-85.2,30.7,"30.7, -85.2","12","63","210600","12063210600",2106,Census Tract 2106,G5020,S,"94739796","765914",30.7338695,-85.2514342,0.061584250907926
"185",-85.2,30.8,"30.8, -85.2","12","63","210700","12063210700",2107,Census Tract 2107,G5020,S,"97512133","1251736",30.8015461,-85.1594767,0.0405527837281278
"186",-85.1,29.9,"29.9, -85.1","12","45","960300","12045960300",9603,Census Tract 9603,G5020,S,"570497243","134056531",29.8243304,-85.2028016,0.127648177921665
"187",-85.1,30.1,"30.1, -85.1","12","45","960100","12045960100",9601,Census Tract 9601,G5020,S,"723528314","19524350",30.0606837,-85.2465871,0.151768077447471
"188",-85.1,30.4,"30.4, -85.1","12","13","10300","12013010300",103,Census Tract 103,G5020,S,"390315342","10375495",30.371792,-85.0982814,0.0282603051993415
"189",-85.1,30.5,"30.5, -85.1","12","13","10100","12013010100",101,Census Tract 101,G5020,S,"211049779","2562901",30.5633324,-85.078286,0.0669514054054098
"190",-85,29.7,"29.7, -85.0","12","37","970302","12037970302",9703.02,Census Tract 9703.02,G5020,S,"126051206","58611667",29.731534,-85.0542243,0.0627269309506705
"191",-85,29.8,"29.8, -85.0","12","37","970302","12037970302",9703.02,Census Tract 9703.02,G5020,S,"126051206","58611667",29.731534,-85.0542243,0.0873376657948348
"192",-85,30.4,"30.4, -85.0","12","13","10300","12013010300",103,Census Tract 103,G5020,S,"390315342","10375495",30.371792,-85.0982814,0.102249326892459
"193",-84.9,29.6,"29.6, -84.9","12","37","970304","12037970304",9703.04,Census Tract 9703.04,G5020,S,"79496736","270452947",29.603101,-85.0093704,0.109414352793212
"194",-84.9,29.7,"29.7, -84.9","12","37","970304","12037970304",9703.04,Census Tract 9703.04,G5020,S,"79496736","270452947",29.603101,-85.0093704,0.146120842446099
"195",-84.9,29.8,"29.8, -84.9","12","37","970200","12037970200",9702,Census Tract 9702,G5020,S,"789082145","188710722",29.8628681,-84.8637307,0.0725800256275786
"196",-84.8,29.7,"29.7, -84.8","12","37","970200","12037970200",9702,Census Tract 9702,G5020,S,"789082145","188710722",29.8628681,-84.8637307,0.174893167734195
"197",-84.8,30.7,"30.7, -84.8","12","39","20400","12039020400",204,Census Tract 204,G5020,S,"194641302","2036665",30.6354529,-84.7998434,0.0645472899661157
"198",-84.7,29.8,"29.8, -84.7","12","37","970100","12037970100",9701,Census Tract 9701,G5020,S,"417278299","189627200",29.9164013,-84.5712151,0.173593816450068
"199",-84.7,29.9,"29.9, -84.7","12","37","970100","12037970100",9701,Census Tract 9701,G5020,S,"417278299","189627200",29.9164013,-84.5712151,0.129825086596158
"200",-84.6,29.8,"29.8, -84.6","12","37","970100","12037970100",9701,Census Tract 9701,G5020,S,"417278299","189627200",29.9164013,-84.5712151,0.119907602384917
"201",-84.6,29.9,"29.9, -84.6","12","37","970100","12037970100",9701,Census Tract 9701,G5020,S,"417278299","189627200",29.9164013,-84.5712151,0.0331296409533749
"202",-84.6,30.6,"30.6, -84.6","12","39","20500","12039020500",205,Census Tract 205,G5020,S,"91963749","420563",30.6213827,-84.56287,0.0428468990627012
"203",-84.5,30.1,"30.1, -84.5","12","129","10100","12129010100",101,Census Tract 101,G5020,S,"803838065","50163549",30.1356255,-84.5300213,0.0465881390907596
"204",-84.4,29.9,"29.9, -84.4","12","37","990100","12037990100",9901,Census Tract 9901,G5020,S,"0","238063638",29.851747,-84.4632365,0.0795437423135747
"205",-84.4,30,"30.0, -84.4","12","129","10201","12129010201",102.01,Census Tract 102.01,G5020,S,"102353386","7335315",30.1330516,-84.3468712,0.143266875627277
"206",-84.4,30.2,"30.2, -84.4","12","129","10203","12129010203",102.03,Census Tract 102.03,G5020,S,"263466988","582927",30.2567911,-84.3842172,0.0589434119732692
"207",-84.3,30,"30.0, -84.3","12","129","990000","12129990000",9900,Census Tract 9900,G5020,S,"0","214168893",30.0266214,-84.2110865,0.0928133041121297
"208",-84.3,30.1,"30.1, -84.3","12","129","10201","12129010201",102.01,Census Tract 102.01,G5020,S,"102353386","7335315",30.1330516,-84.3468712,0.057352573194233
"209",-84.3,30.2,"30.2, -84.3","12","129","10201","12129010201",102.01,Census Tract 102.01,G5020,S,"102353386","7335315",30.1330516,-84.3468712,0.0817251347628103
"210",-84.3,30.3,"30.3, -84.3","12","73","2603","12073002603",26.03,Census Tract 26.03,G5020,S,"47970338","222031",30.349834,-84.279348,0.0539437916724436
"211",-84.3,30.4,"30.4, -84.3","12","73","1102","12073001102",11.02,Census Tract 11.02,G5020,S,"3541905","93112",30.402402,-84.296265,0.00444070140855463
"212",-84.3,30.5,"30.5, -84.3","12","73","1602","12073001602",16.02,Census Tract 16.02,G5020,S,"7508224","712117",30.4978152,-84.2924662,0.00784420126461875
"213",-84.3,30.7,"30.7, -84.3","12","39","20102","12039020102",201.02,Census Tract 201.02,G5020,S,"108465782","1359465",30.6437203,-84.3684156,0.0885894968687107
"214",-84.2,30.2,"30.2, -84.2","12","129","10202","12129010202",102.02,Census Tract 102.02,G5020,S,"400957649","62651323",30.1667076,-84.1884753,0.035230705469097
"215",-84.2,30.3,"30.3, -84.2","12","73","2604","12073002604",26.04,Census Tract 26.04,G5020,S,"184192025","971583",30.3256584,-84.171756,0.038158577365514
"216",-84,30.1,"30.1, -84.0","12","65","990000","12065990000",9900,Census Tract 9900,G5020,S,"0","55149449",30.0594179,-84.0340362,0.0529657412942586
"217",-83.7,29.9,"29.9, -83.7","12","123","990000","12123990000",9900,Census Tract 9900,G5020,S,"0","391136118",29.9633533,-83.858137,0.170355367951495
"218",-83.6,29.8,"29.8, -83.6","12","123","950400","12123950400",9504,Census Tract 9504,G5020,S,"1333348993","73211138",29.9131127,-83.5280909,0.134035075872324
"219",-83.6,30.1,"30.1, -83.6","12","123","950300","12123950300",9503,Census Tract 9503,G5020,S,"58880132","508901",30.0791804,-83.5889299,0.0235797128517307
"220",-83.6,30.2,"30.2, -83.6","12","123","950100","12123950100",9501,Census Tract 9501,G5020,S,"467076641","249075",30.2009768,-83.4980696,0.101935080234432
"221",-83.4,29.7,"29.7, -83.4","12","123","950400","12123950400",9504,Census Tract 9504,G5020,S,"1333348993","73211138",29.9131127,-83.5280909,0.248644930702593
"222",-83.4,30.5,"30.5, -83.4","12","79","110301","12079110301",1103.01,Census Tract 1103.01,G5020,S,"73248832","1301011",30.5052788,-83.390869,0.010547079711474
"223",-83.3,29.4,"29.4, -83.3","12","29","990000","12029990000",9900,Census Tract 9900,G5020,S,"0","315665368",29.4418421,-83.3322755,0.0528438192474753
"224",-83.3,29.5,"29.5, -83.3","12","29","990000","12029990000",9900,Census Tract 9900,G5020,S,"0","315665368",29.4418421,-83.3322755,0.0665135266893882
"225",-83.3,30.4,"30.4, -83.3","12","79","110400","12079110400",1104,Census Tract 1104,G5020,S,"682887374","6432480",30.34943,-83.3532607,0.0734440403606088
"226",-83.3,30.6,"30.6, -83.3","12","79","110100","12079110100",1101,Census Tract 1101,G5020,S,"292870427","6156750",30.5851161,-83.3844251,0.0857270551764188
"227",-83.2,29.5,"29.5, -83.2","12","29","970200","12029970200",9702,Census Tract 9702,G5020,S,"1073826737","83479733",29.5228856,-83.1908381,0.0246513914205691
"228",-83.2,29.6,"29.6, -83.2","12","29","970200","12029970200",9702,Census Tract 9702,G5020,S,"1073826737","83479733",29.5228856,-83.1908381,0.0776567517925557
"229",-83.2,30,"30.0, -83.2","12","67","960200","12067960200",9602,Census Tract 9602,G5020,S,"1212432271","9754982",29.9512877,-83.1619825,0.0617917347024709
"230",-83.2,30.1,"30.1, -83.2","12","121","970301","12121970301",9703.01,Census Tract 9703.01,G5020,S,"139104734","917397",30.1516132,-83.1200443,0.0951674123675207
"231",-83.2,30.2,"30.2, -83.2","12","121","970302","12121970302",9703.02,Census Tract 9703.02,G5020,S,"313878020","1862734",30.2564508,-83.160724,0.0687698843727406
"232",-83.2,30.4,"30.4, -83.2","12","47","960200","12047960200",9602,Census Tract 9602,G5020,S,"411124443","2488497",30.5320758,-83.1558288,0.139266334248739
"233",-83.1,29.3,"29.3, -83.1","12","75","970301","12075970301",9703.01,Census Tract 9703.01,G5020,S,"277772893","2297879",29.3334902,-82.9629591,0.141073745852468
"234",-83.1,29.6,"29.6, -83.1","12","29","970101","12029970101",9701.01,Census Tract 9701.01,G5020,S,"124352277","1109861",29.6521962,-83.1205018,0.0560782230253415
"235",-83.1,30.1,"30.1, -83.1","12","121","970301","12121970301",9703.01,Census Tract 9703.01,G5020,S,"139104734","917397",30.1516132,-83.1200443,0.0553687310377456
"236",-83.1,30.3,"30.3, -83.1","12","121","970302","12121970302",9703.02,Census Tract 9703.02,G5020,S,"313878020","1862734",30.2564508,-83.160724,0.0747257452063277
"237",-83.1,30.6,"30.6, -83.1","12","47","960200","12047960200",9602,Census Tract 9602,G5020,S,"411124443","2488497",30.5320758,-83.1558288,0.0879235568836935
"238",-83,29.1,"29.1, -83.0","12","75","990000","12075990000",9900,Census Tract 9900,G5020,S,"0","547973841",29.1157713,-82.9990046,0.0158026809386857
"239",-83,29.2,"29.2, -83.0","12","75","990000","12075990000",9900,Census Tract 9900,G5020,S,"0","547973841",29.1157713,-82.9990046,0.0842345815259391
"240",-83,29.4,"29.4, -83.0","12","75","970301","12075970301",9703.01,Census Tract 9703.01,G5020,S,"277772893","2297879",29.3334902,-82.9629591,0.0761287184237943
"241",-83,29.5,"29.5, -83.0","12","75","970302","12075970302",9703.02,Census Tract 9703.02,G5020,S,"197078080","2997248",29.5075717,-82.9164755,0.0838669943490244
"242",-83,29.6,"29.6, -83.0","12","41","950202","12041950202",9502.02,Census Tract 9502.02,G5020,S,"103294871","1106041",29.6383351,-82.9151916,0.0930701058480639
"243",-83,30,"30.0, -83.0","12","121","970600","12121970600",9706,Census Tract 9706,G5020,S,"348419394","1840979",30.0064443,-82.8920249,0.108167237287919
"244",-83,30.3,"30.3, -83.0","12","121","970400","12121970400",9704,Census Tract 9704,G5020,S,"114405594","0",30.259027,-83.0341936,0.0533665532891129
"245",-83,30.5,"30.5, -83.0","12","47","960100","12047960100",9601,Census Tract 9601,G5020,S,"658855538","2557636",30.4972554,-82.9056706,0.0943693198742114
"246",-82.9,29.5,"29.5, -82.9","12","75","970302","12075970302",9703.02,Census Tract 9703.02,G5020,S,"197078080","2997248",29.5075717,-82.9164755,0.0181320914717511
"247",-82.9,29.7,"29.7, -82.9","12","41","950202","12041950202",9502.02,Census Tract 9502.02,G5020,S,"103294871","1106041",29.6383351,-82.9151916,0.0635086183330251
"248",-82.9,29.8,"29.8, -82.9","12","41","950100","12041950100",9501,Census Tract 9501,G5020,S,"373438637","6071498",29.8135541,-82.8268361,0.0744088025036131
"249",-82.9,29.9,"29.9, -82.9","12","121","970600","12121970600",9706,Census Tract 9706,G5020,S,"348419394","1840979",30.0064443,-82.8920249,0.106742640132705
"250",-82.9,30,"30.0, -82.9","12","121","970600","12121970600",9706,Census Tract 9706,G5020,S,"348419394","1840979",30.0064443,-82.8920249,0.0102533517690626
"251",-82.9,30.2,"30.2, -82.9","12","121","970500","12121970500",9705,Census Tract 9705,G5020,S,"502821952","2799914",30.1941888,-82.9173423,0.0182900359411854
"252",-82.9,30.4,"30.4, -82.9","12","121","970100","12121970100",9701,Census Tract 9701,G5020,S,"150512399","1669902",30.3075772,-82.9134808,0.0934007811984434
"253",-82.9,30.5,"30.5, -82.9","12","47","960100","12047960100",9601,Census Tract 9601,G5020,S,"658855538","2557636",30.4972554,-82.9056706,0.00629988361161219
"254",-82.8,29.6,"29.6, -82.8","12","41","950204","12041950204",9502.04,Census Tract 9502.04,G5020,S,"145953458","1449477",29.6452541,-82.8155766,0.0478598373834457
"255",-82.8,29.9,"29.9, -82.8","12","41","950100","12041950100",9501,Census Tract 9501,G5020,S,"373438637","6071498",29.8135541,-82.8268361,0.090515578162101
"256",-82.8,30.3,"30.3, -82.8","12","23","110201","12023110201",1102.01,Census Tract 1102.01,G5020,S,"55330413","1628947",30.2344548,-82.7509776,0.0818496728447934
"257",-82.7,27.4,"27.4, -82.7","12","81","1703","12081001703",17.03,Census Tract 17.03,G5020,S,"3526674","10164851",27.4198238,-82.6565445,0.0477636213732867
"258",-82.7,27.7,"27.7, -82.7","12","103","20107","12103020107",201.07,Census Tract 201.07,G5020,S,"942721","3459196",27.7090796,-82.7017464,0.00924602882971937
"259",-82.7,28.8,"28.8, -82.7","12","17","451700","12017451700",4517,Census Tract 4517,G5020,S,"165727129","86985471",28.7627759,-82.6439496,0.0672850723487044
"260",-82.7,29,"29.0, -82.7","12","17","450400","12017450400",4504,Census Tract 4504,G5020,S,"143356613","17278351",28.9984035,-82.6282691,0.0717486642876425
"261",-82.7,29.9,"29.9, -82.7","12","23","110903","12023110903",1109.03,Census Tract 1109.03,G5020,S,"93173771","57289",29.8864075,-82.7099843,0.0168654173603836
"262",-82.7,30.1,"30.1, -82.7","12","23","110602","12023110602",1106.02,Census Tract 1106.02,G5020,S,"74171217","2250",30.0919527,-82.7310704,0.0320956195367749
"263",-82.7,30.2,"30.2, -82.7","12","23","110500","12023110500",1105,Census Tract 1105,G5020,S,"27318485","371744",30.1720111,-82.6650016,0.0448136868129645
"264",-82.6,27.7,"27.7, -82.6","12","103","990100","12103990100",9901,Census Tract 9901,G5020,S,"0","115431161",27.725186,-82.6020555,0.0252697383494591
"265",-82.6,28.2,"28.2, -82.6","12","101","31601","12101031601",316.01,Census Tract 316.01,G5020,S,"10389006","12772",28.1850982,-82.6238112,0.0280898004386034
"266",-82.6,28.3,"28.3, -82.6","12","101","31703","12101031703",317.03,Census Tract 317.03,G5020,S,"20950527","1078720",28.3070552,-82.6020339,0.00734251974801579
"267",-82.6,28.5,"28.5, -82.6","12","53","41204","12053041204",412.04,Census Tract 412.04,G5020,S,"3526092","7101",28.4838938,-82.5935317,0.0173565141468531
"268",-82.6,28.8,"28.8, -82.6","12","17","451700","12017451700",4517,Census Tract 4517,G5020,S,"165727129","86985471",28.7627759,-82.6439496,0.0575951470262069
"269",-82.6,29.8,"29.8, -82.6","12","1","1806","12001001806",18.06,Census Tract 18.06,G5020,S,"158856275","262100",29.7797461,-82.5825395,0.0267411578930299
"270",-82.6,30.2,"30.2, -82.6","12","23","110400","12023110400",1104,Census Tract 1104,G5020,S,"3531186","113576",30.188127,-82.6226571,0.0255795291084513
"271",-82.5,27.6,"27.6, -82.5","12","81","1912","12081001912",19.12,Census Tract 19.12,G5020,S,"86917279","1119398",27.6092272,-82.4627057,0.0384188239321547
"272",-82.5,28.7,"28.7, -82.5","12","17","451601","12017451601",4516.01,Census Tract 4516.01,G5020,S,"60816210","1680",28.7358606,-82.4935091,0.0364433041198242
"273",-82.4,26.9,"26.9, -82.4","12","15","30301","12015030301",303.01,Census Tract 303.01,G5020,S,"5599529","7872538",26.9242659,-82.3528602,0.0530188140837869
"274",-82.4,27,"27.0, -82.4","12","115","2602","12115002602",26.02,Census Tract 26.02,G5020,S,"3843627","177607",26.9895703,-82.3748678,0.0272104046079817
"275",-82.4,28.3,"28.3, -82.4","12","101","32005","12101032005",320.05,Census Tract 320.05,G5020,S,"37087108","27159",28.2859296,-82.3622649,0.0402729925405414
"276",-82.4,28.7,"28.7, -82.4","12","53","40601","12053040601",406.01,Census Tract 406.01,G5020,S,"86900592","2949318",28.6491807,-82.4094353,0.051687775523618
"277",-82.4,29.6,"29.6, -82.4","12","1","2220","12001002220",22.2,Census Tract 22.20,G5020,S,"19264828","3006123",29.5859554,-82.3973285,0.0142964226787711
"278",-82.4,29.7,"29.7, -82.4","12","1","1811","12001001811",18.11,Census Tract 18.11,G5020,S,"14048701","252717",29.6939495,-82.4186316,0.0195894121609023
"279",-82.4,29.9,"29.9, -82.4","12","1","1802","12001001802",18.02,Census Tract 18.02,G5020,S,"78183974","1050747",29.7936621,-82.4093261,0.106746077762229
"280",-82.4,30,"30.0, -82.4","12","125","960200","12125960200",9602,Census Tract 9602,G5020,S,"293238434","14779126",30.0614072,-82.3799754,0.0645896959042241
"281",-82.3,26.9,"26.9, -82.3","12","15","30503","12015030503",305.03,Census Tract 305.03,G5020,S,"20323359","1451761",26.906289,-82.281304,0.0197254134810834
"282",-82.3,28.4,"28.4, -82.3","12","101","32300","12101032300",323,Census Tract 323,G5020,S,"59068364","2364704",28.3950568,-82.2467948,0.0534343385219591
"283",-82.3,28.7,"28.7, -82.3","12","17","451300","12017451300",4513,Census Tract 4513,G5020,S,"67555853","3627570",28.7024011,-82.2995382,0.00244510540672535
